Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID-19 Deaths",Footnote
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Male,15-24 years,,144,0,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Male,25-34 years,,366,,,,14,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Male,35-44 years,,433,11,,,14,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Male,45-54 years,34,805,41,13,,66,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Male,55-64 years,88,1907,122,36,12,185,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Male,65-74 years,157,2947,239,61,14,349,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Male,75-84 years,230,3556,344,92,28,510,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Male,85 years and over,218,3718,328,87,13,472,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Male Total,"Male, all ages",737,13988,1096,293,75,1614,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female,Under 1 year,0,60,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female,1-4 years,0,13,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female,5-14 years,0,12,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female,15-24 years,0,49,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female,25-34 years,,177,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female,35-44 years,,238,,,,15,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female,45-54 years,,493,27,,,35,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female,55-64 years,47,1327,87,16,16,133,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female,65-74 years,111,2211,178,42,11,258,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female,75-84 years,170,3275,263,80,34,387,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female,85 years and over,306,6229,492,114,33,717,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Female Total,"Female, all ages",648,14084,1068,259,101,1557,
5/1/2020,2/1/2020,4/25/2020,Pennsylvania,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Pennsylvania Total,All sexes,All Ages,1385,28073,2164,552,176,3171,
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male,1-4 years,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male,25-34 years,,19,0,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male,35-44 years,,20,0,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male,45-54 years,0,62,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male,55-64 years,,150,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male,65-74 years,,184,,0,,10,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male,75-84 years,,272,21,,,31,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male,85 years and over,11,345,27,,,39,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Male Total,"Male, all ages",25,1062,63,,10,93,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female,1-4 years,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female,25-34 years,,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female,35-44 years,0,17,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female,45-54 years,0,35,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female,55-64 years,,103,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female,65-74 years,,156,12,,0,16,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female,75-84 years,,286,14,,,24,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female,85 years and over,14,554,26,,,43,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Female Total,"Female, all ages",30,1169,61,,13,96,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Rhode Island Total,All sexes,All Ages,55,2235,124,13,23,189,
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male,Under 1 year,0,42,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male,5-14 years,0,10,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male,15-24 years,0,116,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male,25-34 years,0,211,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male,35-44 years,,244,,,,10,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male,45-54 years,,487,23,0,,31,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male,55-64 years,,1081,51,,,64,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male,65-74 years,20,1616,91,,12,118,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male,75-84 years,35,1712,124,12,11,158,
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male,85 years and over,12,1233,82,,,95,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Male Total,"Male, all ages",77,6759,384,24,46,483,
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female,Under 1 year,0,30,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female,1-4 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female,5-14 years,0,10,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female,15-24 years,0,38,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female,25-34 years,0,95,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female,35-44 years,0,165,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female,45-54 years,,315,20,0,,26,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female,55-64 years,12,696,53,,,64,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female,65-74 years,26,1164,86,11,,108,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female,75-84 years,22,1525,100,,12,125,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female,85 years and over,11,2004,135,,11,151,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Carolina,Female Total,"Female, all ages",73,6048,402,32,45,488,
5/1/2020,2/1/2020,4/25/2020,South Carolina,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,South Carolina Total,All sexes,All Ages,150,12807,786,56,91,971,
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male,5-14 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male,25-34 years,0,15,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male,35-44 years,0,32,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male,45-54 years,,44,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male,55-64 years,,133,15,0,,19,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male,65-74 years,,197,20,0,,26,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male,75-84 years,0,248,23,0,,25,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male,85 years and over,,296,21,,,26,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Male Total,"Male, all ages",,983,84,,14,102,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female,1-4 years,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female,5-14 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female,25-34 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female,35-44 years,0,18,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female,45-54 years,,26,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female,55-64 years,0,98,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female,65-74 years,0,154,14,0,,16,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female,75-84 years,,197,15,0,,17,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female,85 years and over,0,409,26,0,,29,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Female Total,"Female, all ages",,915,65,0,,74,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,South Dakota,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,South Dakota Total,All sexes,All Ages,,1898,149,,21,176,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male,Under 1 year,,73,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male,1-4 years,0,17,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male,5-14 years,0,26,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male,15-24 years,0,159,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male,25-34 years,0,291,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male,35-44 years,,384,16,,,18,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male,45-54 years,,735,43,,,52,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male,55-64 years,18,1654,128,11,14,149,
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male,65-74 years,23,2236,179,15,22,209,
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male,75-84 years,27,2325,203,10,10,230,
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male,85 years and over,,1670,164,,,167,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Male Total,"Male, all ages",84,9570,742,48,58,836,
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female,Under 1 year,0,47,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female,1-4 years,0,10,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female,15-24 years,0,57,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female,25-34 years,0,154,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female,35-44 years,0,250,18,0,,21,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female,45-54 years,,472,29,,,39,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female,55-64 years,,1108,81,,11,93,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female,65-74 years,,1748,148,,11,166,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female,75-84 years,14,2161,187,,14,211,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female,85 years and over,18,2857,172,,12,195,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Tennessee,Female Total,"Female, all ages",50,8871,644,19,61,736,
5/1/2020,2/1/2020,4/25/2020,Tennessee,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Tennessee Total,All sexes,All Ages,134,18441,1386,67,119,1572,
5/1/2020,2/1/2020,4/25/2020,Texas,Male,Under 1 year,0,213,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Male,1-4 years,0,39,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Male,5-14 years,0,70,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Male,15-24 years,0,482,13,0,0,13,
5/1/2020,2/1/2020,4/25/2020,Texas,Male,25-34 years,,761,18,,,24,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Male,35-44 years,,989,41,,,50,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Male,45-54 years,14,1894,96,,14,119,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Male,55-64 years,45,4218,321,15,35,386,
5/1/2020,2/1/2020,4/25/2020,Texas,Male,65-74 years,75,6010,479,33,29,550,
5/1/2020,2/1/2020,4/25/2020,Texas,Male,75-84 years,51,6231,536,23,35,598,
5/1/2020,2/1/2020,4/25/2020,Texas,Male,85 years and over,57,5148,442,28,24,495,
5/1/2020,2/1/2020,4/25/2020,Texas,Male Total,"Male, all ages",253,26055,1954,109,149,2246,
5/1/2020,2/1/2020,4/25/2020,Texas,Female,Under 1 year,0,154,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Texas,Female,1-4 years,0,39,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Female,5-14 years,0,56,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Female,15-24 years,,153,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Female,25-34 years,,305,10,,,15,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Female,35-44 years,,548,35,,12,51,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Female,45-54 years,15,1186,82,,20,113,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Female,55-64 years,17,2778,224,,28,263,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas,Female,65-74 years,36,4285,354,14,36,412,
5/1/2020,2/1/2020,4/25/2020,Texas,Female,75-84 years,56,5843,448,20,29,513,
5/1/2020,2/1/2020,4/25/2020,Texas,Female,85 years and over,60,7881,553,23,28,618,
5/1/2020,2/1/2020,4/25/2020,Texas,Female Total,"Female, all ages",193,23228,1715,70,162,1999,
5/1/2020,2/1/2020,4/25/2020,Texas,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Texas Total,All sexes,All Ages,446,49284,3669,179,311,4245,
5/1/2020,2/1/2020,4/25/2020,Utah,Male,Under 1 year,0,24,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Male,15-24 years,0,47,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Utah,Male,25-34 years,,80,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Male,35-44 years,0,105,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Male,45-54 years,,158,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Male,55-64 years,,296,13,0,,23,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Male,65-74 years,,490,28,,,32,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Male,75-84 years,,627,42,,,52,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Male,85 years and over,,606,51,,,56,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Male Total,"Male, all ages",17,2441,146,,26,184,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female,Under 1 year,0,28,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female,15-24 years,,18,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female,25-34 years,0,43,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female,35-44 years,0,67,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female,45-54 years,,94,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female,55-64 years,,219,14,,,17,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female,65-74 years,,348,27,,,30,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female,75-84 years,,566,38,,,42,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female,85 years and over,,863,44,,,48,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Female Total,"Female, all ages",13,2256,133,,13,153,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Utah,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Utah Total,All sexes,All Ages,30,4697,279,11,39,337,
5/1/2020,2/1/2020,4/25/2020,Vermont,Male,Under 1 year,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Male,5-14 years,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Vermont,Male,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Male,25-34 years,0,14,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Vermont,Male,35-44 years,,29,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Male,45-54 years,0,39,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Male,55-64 years,,107,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Male,65-74 years,,157,13,,,20,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Male,75-84 years,14,225,20,,,34,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
